user_sequence,challenge
56959_12,CI27045
56959_13,CI27044
56960_11,CI27050
56960_12,CI27048
56960_13,CI27040
56961_11,CI27048
56961_12,CI27044
56961_13,CI27043
56962_11,CI27049
56962_12,CI27050
56962_13,CI27039
56965_11,CI24530
56965_12,CI24958
56965_13,CI23714
56970_11,CI26937
56970_12,CI26927
56970_13,CI26936
56974_11,CI26936
56974_12,CI26928
56974_13,CI26927
56975_11,CI27461
56975_12,CI23873
56975_13,CI27629
56978_11,CI25247
56978_12,CI24690
56978_13,CI24895
56980_11,CI24471
56980_12,CI25066
56980_13,CI23650
56983_11,CI24440
56983_12,CI24348
56983_13,CI26254
56985_11,CI23803
56985_12,CI23702
56985_13,CI23616
56990_11,CI26925
56990_12,CI26930
56990_13,CI26927
56991_11,CI26937
56991_12,CI26935
56991_13,CI26926
56992_11,CI26933
56992_12,CI26936
56992_13,CI26927
56996_11,CI24527
56996_12,CI24532
56996_13,CI25075
56998_11,CI24958
56998_12,CI26328
56998_13,CI26323
57002_11,CI26445
57002_12,CI26432
57002_13,CI26416
57007_11,CI26930
57007_12,CI26921
57007_13,CI26924
57008_11,CI26934
57008_12,CI26923
57008_13,CI26924
57010_11,CI26858
57010_12,CI26932
57010_13,CI26859
57011_11,CI24169
57011_12,CI24958
57011_13,CI23635
57014_11,CI23648
57014_12,CI23663
57014_13,CI23855
57015_11,CI26933
57015_12,CI26935
57015_13,CI26926
57016_11,CI26933
57016_12,CI26937
57016_13,CI26924
57024_11,CI24228
57024_12,CI25295
57024_13,CI24081
57025_11,CI26953
57025_12,CI26955
57025_13,CI26952
57029_11,CI23855
57029_12,CI24530
57029_13,CI28729
57032_11,CI23691
57032_12,CI23648
57032_13,CI24876
57033_11,CI25727
57033_12,CI25633
57033_13,CI27463
57037_11,CI25075
57037_12,CI25106
57037_13,CI24527
57038_11,CI25995
57038_12,CI25992
57038_13,CI25997
57040_11,CI26207
57040_12,CI26197
57040_13,CI26196
57041_11,CI24440
57041_12,CI24534
57041_13,CI24421
57043_11,CI25796
57043_12,CI27252
57043_13,CI27257
57046_11,CI25995
57046_12,CI25984
57046_13,CI25990
57048_11,CI25985
57048_12,CI26000
57048_13,CI25984
57053_11,CI23848
57053_12,CI23714
57053_13,CI23770
57056_11,CI23714
57056_12,CI23855
57056_13,CI24958
57057_11,CI24420
57057_12,CI24445
57057_13,CI24373
57058_11,CI24372
57058_12,CI24529
57058_13,CI24447
57059_11,CI26934
57059_12,CI26930
57059_13,CI26858
57064_11,CI26934
57064_12,CI26933
57064_13,CI26927
57065_11,CI28365
57065_12,CI28747
57065_13,CI24965
57066_11,CI23684
57066_12,CI23663
57066_13,CI25135
57068_11,CI24081
57068_12,CI24231
57068_13,CI24257
57070_11,CI24348
57070_12,CI25110
57070_13,CI25141
57071_11,CI24876
57071_12,CI24866
57071_13,CI25057
57072_11,CI26051
57072_12,CI23933
57072_13,CI23714
57073_11,CI26491
57073_12,CI24972
57073_13,CI26486
57076_11,CI24010
57076_12,CI24030
57076_13,CI24958
57081_11,CI28586
57081_12,CI28585
57081_13,CI28581
57083_11,CI25075
57083_12,CI24532
57083_13,CI25074
57086_11,CI24597
57086_12,CI24644
57086_13,CI24642
57097_11,CI26912
57097_12,CI26914
57097_13,CI26908
57098_11,CI26922
57098_12,CI26926
57098_13,CI26920
57104_11,CI26917
57104_12,CI26922
57104_13,CI26912
57106_11,CI26205
57106_12,CI26200
57106_13,CI26206
57109_11,CI23848
57109_12,CI24958
57109_13,CI23714
57110_11,CI26203
57110_12,CI26205
57110_13,CI26201
57115_11,CI26917
57115_12,CI26922
57115_13,CI26912
57116_11,CI26922
57116_12,CI26926
57116_13,CI26920
57118_11,CI26912
57118_12,CI26914
57118_13,CI26925
57120_11,CI26201
57120_12,CI26200
57120_13,CI26198
57123_11,CI26201
57123_12,CI26200
57123_13,CI26198
57129_11,CI24346
57129_12,CI24344
57129_13,CI24353
57130_11,CI26917
57130_12,CI26922
57130_13,CI26912
57131_11,CI28581
57131_12,CI28579
57131_13,CI28580
57133_11,CI26202
57133_12,CI26207
57133_13,CI26201
57136_11,CI26200
57136_12,CI26206
57136_13,CI26199
57139_11,CI26913
57139_12,CI26923
57139_13,CI26911
57141_11,CI26925
57141_12,CI26914
57141_13,CI26912
57142_11,CI26200
57142_12,CI26206
57142_13,CI26198
57145_11,CI24421
57145_12,CI24440
57145_13,CI24228
57151_11,CI25107
57151_12,CI25108
57151_13,CI25106
57156_11,CI28007
57156_12,CI27484
57156_13,CI27584
57157_11,CI26198
57157_12,CI26207
57157_13,CI26197
57160_11,CI27006
57160_12,CI26998
57160_13,CI27008
57166_11,CI24532
57166_12,CI25075
57166_13,CI24876
57168_11,CI23615
57168_12,CI24035
57168_13,CI24034
57169_11,CI24446
57169_12,CI24445
57169_13,CI24447
57173_11,CI26201
57173_12,CI26200
57173_13,CI26207
57180_11,CI28669
57180_12,CI27877
57180_13,CI23611
57186_11,CI26954
57186_12,CI26958
57186_13,CI26957
57190_11,CI24701
57190_12,CI25820
57190_13,CI24433
57197_11,CI24958
57197_12,CI23663
57197_13,CI25135
57198_11,CI27046
57198_12,CI27045
57198_13,CI27044
57200_11,CI24530
57200_12,CI23663
57200_13,CI23855
57201_11,CI26999
57201_12,CI26998
57201_13,CI27010
57202_11,CI27269
57202_12,CI27303
57202_13,CI27301
57203_11,CI27003
57203_12,CI27001
57203_13,CI27000
57206_11,CI27046
57206_12,CI27045
57206_13,CI27044
57207_11,CI24534
57207_12,CI24531
57207_13,CI25074
57209_11,CI25075
57209_12,CI24421
57209_13,CI24690
57214_11,CI24838
57214_12,CI24982
57214_13,CI24471
57216_11,CI24447
57216_12,CI24349
57216_13,CI24521
57217_11,CI25105
57217_12,CI23855
57217_13,CI25075
57220_11,CI24534
57220_12,CI24527
57220_13,CI25075
57221_11,CI23769
57221_12,CI24876
57221_13,CI24953
57224_11,CI26231
57224_12,CI28214
57224_13,CI27058
57234_11,CI26906
57234_12,CI26912
57234_13,CI26913
57240_11,CI27048
57240_12,CI27045
57240_13,CI27044
57241_11,CI28119
57241_12,CI28118
57241_13,CI28117
57242_11,CI27049
57242_12,CI27045
57242_13,CI27048
57244_11,CI24349
57244_12,CI24374
57244_13,CI24679
57246_11,CI26837
57246_12,CI26835
57246_13,CI26841
57251_11,CI24438
57251_12,CI24446
57251_13,CI24436
57256_11,CI24876
57256_12,CI25141
57256_13,CI25057
57257_11,CI24534
57257_12,CI24876
57257_13,CI24527
57259_11,CI26913
57259_12,CI26912
57259_13,CI26911
57261_11,CI25187
57261_12,CI27681
57261_13,CI27682
57263_11,CI23770
57263_12,CI24257
57263_13,CI23663
57267_11,CI26911
57267_12,CI26912
57267_13,CI26917
57269_11,CI26911
57269_12,CI26912
57269_13,CI26914
57271_11,CI26914
57271_12,CI26917
57271_13,CI26923
57276_11,CI25052
57276_12,CI25053
57276_13,CI24936
57277_11,CI26911
57277_12,CI26912
57277_13,CI26917
57288_11,CI28585
57288_12,CI28582
57288_13,CI28586
57291_11,CI25110
57291_12,CI25132
57291_13,CI25109
57294_11,CI28558
57294_12,CI28555
57294_13,CI28585
57297_11,CI24876
57297_12,CI23769
57297_13,CI24958
57298_11,CI26234
57298_12,CI24429
57298_13,CI25306
57299_11,CI26234
57299_12,CI26297
57299_13,CI24959
57300_11,CI27980
57300_12,CI27972
57300_13,CI27977
57301_11,CI28405
57301_12,CI24578
57301_13,CI23855
57303_11,CI27980
57303_12,CI27977
57303_13,CI27971
57304_11,CI24875
57304_12,CI25149
57304_13,CI24534
57306_11,CI23546
57306_12,CI24184
57306_13,CI24531
57308_11,CI27967
57308_12,CI27976
57308_13,CI27977
57309_11,CI27976
57309_12,CI27975
57309_13,CI27971
57310_11,CI24187
57310_12,CI24184
57310_13,CI24531
57311_11,CI26911
57311_12,CI26912
57311_13,CI26914
57313_11,CI23855
57313_12,CI23714
57313_13,CI25361
57316_11,CI24943
57316_12,CI24962
57316_13,CI24951
57322_11,CI25734
57322_12,CI25736
57322_13,CI25738
57325_11,CI27047
57325_12,CI27048
57325_13,CI27041
57326_11,CI23498
57326_12,CI25306
57326_13,CI25466
57327_11,CI26781
57327_12,CI26755
57327_13,CI23803
57328_11,CI23688
57328_12,CI24868
57328_13,CI24876
57330_11,CI26417
57330_12,CI26421
57330_13,CI26408
57338_11,CI26913
57338_12,CI26912
57338_13,CI26918
57340_11,CI25985
57340_12,CI26000
57340_13,CI26001
57341_11,CI26913
57341_12,CI26912
57341_13,CI26918
57346_11,CI24272
57346_12,CI24277
57346_13,CI24278
57347_11,CI25985
57347_12,CI25992
57347_13,CI26000
57348_11,CI26912
57348_12,CI26918
57348_13,CI26917
57353_11,CI24349
57353_12,CI24373
57353_13,CI24679
57354_11,CI24359
57354_12,CI24529
57354_13,CI24374
57355_11,CI26050
57355_12,CI25126
57355_13,CI26051
57360_11,CI26875
57360_12,CI26877
57360_13,CI26876
57363_11,CI25058
57363_12,CI25099
57363_13,CI23855
57364_11,CI26207
57364_12,CI26197
57364_13,CI26196
57366_11,CI28187
57366_12,CI28185
57366_13,CI28183
57368_11,CI28191
57368_12,CI28187
57368_13,CI28184
57372_11,CI25989
57372_12,CI26001
57372_13,CI25984
57377_11,CI24690
57377_12,CI24876
57377_13,CI23914
57382_11,CI26204
57382_12,CI26201
57382_13,CI26205
57383_11,CI26204
57383_12,CI26205
57383_13,CI26206
57384_11,CI26199
57384_12,CI26198
57384_13,CI26207
57386_11,CI25989
57386_12,CI26000
57386_13,CI25997
57387_11,CI25995
57387_12,CI25997
57387_13,CI25984
57390_11,CI24037
57390_12,CI24535
57390_13,CI23615
57395_11,CI26203
57395_12,CI26201
57395_13,CI26200
57396_11,CI26916
57396_12,CI26917
57396_13,CI26918
57397_11,CI26915
57397_12,CI26911
57397_13,CI26918
57398_11,CI24876
57398_12,CI24958
57398_13,CI24868
57399_11,CI26913
57399_12,CI26912
57399_13,CI26911
57401_11,CI25083
57401_12,CI25103
57401_13,CI25092
57402_11,CI26923
57402_12,CI26918
57402_13,CI26913
57403_11,CI25175
57403_12,CI25135
57403_13,CI23714
57404_11,CI26923
57404_12,CI26918
57404_13,CI26922
57408_11,CI24521
57408_12,CI24532
57408_13,CI25074
57409_11,CI26051
57409_12,CI25126
57409_13,CI24958
57414_11,CI24348
57414_12,CI25074
57414_13,CI24440
57416_11,CI24081
57416_12,CI23691
57416_13,CI26864
57417_11,CI24917
57417_12,CI23714
57417_13,CI25599
57420_11,CI28191
57420_12,CI28182
57420_13,CI28179
57422_11,CI28191
57422_12,CI28185
57422_13,CI28184
57423_11,CI25141
57423_12,CI25135
57423_13,CI24915
57430_11,CI25177
57430_12,CI25124
57430_13,CI24788
57431_11,CI26912
57431_12,CI26911
57431_13,CI26914
57432_11,CI23938
57432_12,CI24111
57432_13,CI24692
57437_11,CI26432
57437_12,CI26418
57437_13,CI26421
57440_11,CI23663
57440_12,CI23855
57440_13,CI25135
57441_11,CI25339
57441_12,CI24173
57441_13,CI24322
57445_11,CI24534
57445_12,CI25075
57445_13,CI23769
57453_11,CI27808
57453_12,CI27805
57453_13,CI27799
57457_11,CI24257
57457_12,CI24962
57457_13,CI24231
57459_11,CI24438
57459_12,CI24362
57459_13,CI24529
57461_11,CI25108
57461_12,CI24421
57461_13,CI24418
57471_11,CI25295
57471_12,CI23691
57471_13,CI24257
57474_11,CI24438
57474_12,CI25074
57474_13,CI24437
57475_11,CI27810
57475_12,CI27808
57475_13,CI27800
57479_11,CI25295
57479_12,CI24257
57479_13,CI24876
57482_11,CI24675
57482_12,CI24786
57482_13,CI24418
57486_11,CI23769
57486_12,CI23663
57486_13,CI25135
57488_11,CI25135
57488_12,CI23855
57488_13,CI23663
57494_11,CI27530
57494_12,CI24755
57494_13,CI27630
57495_11,CI23855
57495_12,CI23714
57495_13,CI23933
57496_11,CI24788
57496_12,CI24787
57496_13,CI24793
57500_11,CI26803
57500_12,CI28007
57500_13,CI26607
57502_11,CI27811
57502_12,CI27806
57502_13,CI27810
57508_11,CI23702
57508_12,CI25135
57508_13,CI23648
57509_11,CI24588
57509_12,CI25555
57509_13,CI25126
57512_11,CI23691
57512_12,CI24875
57512_13,CI25057
57515_11,CI26202
57515_12,CI26205
57515_13,CI26201
57516_11,CI23855
57516_12,CI23663
57516_13,CI24530
57519_11,CI24958
57519_12,CI25124
57519_13,CI25135
57527_11,CI24420
57527_12,CI24445
57527_13,CI24438
57533_11,CI24875
57533_12,CI24876
57533_13,CI24868
57535_11,CI23526
57535_12,CI25053
57535_13,CI24928
57547_11,CI24936
57547_12,CI23708
57547_13,CI24008
57549_11,CI24895
57549_12,CI25029
57549_13,CI24876
57552_11,CI24418
57552_12,CI24348
57552_13,CI25074
57560_11,CI23855
57560_12,CI23663
57560_13,CI25135
57561_11,CI27811
57561_12,CI27810
57561_13,CI27802
57562_11,CI25702
57562_12,CI23708
57562_13,CI24911
57566_11,CI24521
57566_12,CI24435
57566_13,CI24679
57567_11,CI27807
57567_12,CI27811
57567_13,CI27810
57571_11,CI25411
57571_12,CI25180
57571_13,CI25409
57573_11,CI25107
57573_12,CI25110
57573_13,CI25103
57575_11,CI24228
57575_12,CI24876
57575_13,CI25057
57577_11,CI24868
57577_12,CI23770
57577_13,CI25149
57579_11,CI24888
57579_12,CI24875
57579_13,CI24531
57580_11,CI25135
57580_12,CI24876
57580_13,CI23769
57584_11,CI24671
57584_12,CI25381
57584_13,CI27806
57587_11,CI24001
57587_12,CI24245
57587_13,CI24246
57588_11,CI27806
57588_12,CI27805
57588_13,CI27799
57590_11,CI26934
57590_12,CI26937
57590_13,CI26929
57591_11,CI24126
57591_12,CI24276
57591_13,CI24274
57592_11,CI23714
57592_12,CI24530
57592_13,CI23933
57604_11,CI27806
57604_12,CI27810
57604_13,CI27808
57613_11,CI27806
57613_12,CI27810
57613_13,CI27808
57615_11,CI23714
57615_12,CI23663
57615_13,CI23769
57616_11,CI24868
57616_12,CI25135
57616_13,CI23663
57618_11,CI26219
57618_12,CI26221
57618_13,CI26220
57620_11,CI25041
57620_12,CI25039
57620_13,CI25043
57622_11,CI24448
57622_12,CI24445
57622_13,CI24438
57628_11,CI25659
57628_12,CI25662
57628_13,CI25666
57631_11,CI25180
57631_12,CI24926
57631_13,CI24786
57632_11,CI25053
57632_12,CI24937
57632_13,CI24786
57634_11,CI27807
57634_12,CI27806
57634_13,CI27811
57639_11,CI24928
57639_12,CI24937
57639_13,CI24936
57645_11,CI26445
57645_12,CI26410
57645_13,CI26416
57648_11,CI27346
57648_12,CI27336
57648_13,CI27352
57649_11,CI24421
57649_12,CI25126
57649_13,CI24348
57650_11,CI24936
57650_12,CI25052
57650_13,CI24927
57651_11,CI28569
57651_12,CI28578
57651_13,CI28775
57657_11,CI25099
57657_12,CI25070
57657_13,CI25071
57658_11,CI23691
57658_12,CI24530
57658_13,CI25135
57661_11,CI23688
57661_12,CI24958
57661_13,CI24957
57663_11,CI28635
57663_12,CI27933
57663_13,CI27934
57664_11,CI27806
57664_12,CI27810
57664_13,CI27808
57666_11,CI27806
57666_12,CI27810
57666_13,CI27808
57668_11,CI25150
57668_12,CI24257
57668_13,CI23780
57672_11,CI25963
57672_12,CI27722
57672_13,CI24296
57673_11,CI23714
57673_12,CI23691
57673_13,CI23855
57674_11,CI23702
57674_12,CI23839
57674_13,CI24953
57676_11,CI23676
57676_12,CI23648
57676_13,CI23702
57678_11,CI27809
57678_12,CI27806
57678_13,CI27810
57683_11,CI27806
57683_12,CI27810
57683_13,CI27808
57684_11,CI24868
57684_12,CI24228
57684_13,CI25149
57685_11,CI24875
57685_12,CI24228
57685_13,CI25075
57688_11,CI26934
57688_12,CI26857
57688_13,CI26931
57690_11,CI25110
57690_12,CI25106
57690_13,CI24421
57692_11,CI23769
57692_12,CI24873
57692_13,CI24876
57694_11,CI25126
57694_12,CI25135
57694_13,CI23714
57696_11,CI25105
57696_12,CI25099
57696_13,CI25057
57709_11,CI24692
57709_12,CI25292
57709_13,CI24868
57710_11,CI27464
57710_12,CI23882
57710_13,CI23873
57711_11,CI27806
57711_12,CI27810
57711_13,CI27808
57712_11,CI25092
57712_12,CI25256
57712_13,CI25083
57713_11,CI25702
57713_12,CI25709
57713_13,CI27488
57721_11,CI28061
57721_12,CI23714
57721_13,CI23855
57722_11,CI23691
57722_12,CI23688
57722_13,CI24866
57725_11,CI25498
57725_12,CI26254
57725_13,CI23510
57728_11,CI26918
57728_12,CI26923
57728_13,CI26911
57731_11,CI23714
57731_12,CI25135
57731_13,CI25054
57734_11,CI24876
57734_12,CI24187
57734_13,CI23691
57735_11,CI26932
57735_12,CI26922
57735_13,CI26924
57736_11,CI24958
57736_12,CI24228
57736_13,CI24970
57738_11,CI26912
57738_12,CI26911
57738_13,CI26915
57739_11,CI27676
57739_12,CI27674
57739_13,CI27675
57740_11,CI27679
57740_12,CI27675
57740_13,CI27674
57744_11,CI23769
57744_12,CI25149
57744_13,CI24531
57745_11,CI27484
57745_12,CI26607
57745_13,CI25769
57751_11,CI24187
57751_12,CI24184
57751_13,CI24531
57752_11,CI23770
57752_12,CI24081
57752_13,CI25295
57757_11,CI26861
57757_12,CI26862
57757_13,CI26934
57758_11,CI26931
57758_12,CI26921
57758_13,CI26924
57760_11,CI26913
57760_12,CI26911
57760_13,CI26908
57765_11,CI25133
57765_12,CI25123
57765_13,CI25139
57771_11,CI26918
57771_12,CI26925
57771_13,CI26923
57772_11,CI27676
57772_12,CI27674
57772_13,CI27675
57776_11,CI25141
57776_12,CI24876
57776_13,CI23702
57777_11,CI26926
57777_12,CI26928
57777_13,CI26929
57783_11,CI27676
57783_12,CI27670
57783_13,CI27674
57787_11,CI26926
57787_12,CI26921
57787_13,CI26928
57792_11,CI27676
57792_12,CI27670
57792_13,CI27675
57796_11,CI25292
57796_12,CI24883
57796_13,CI23569
57800_11,CI24959
57800_12,CI25300
57800_13,CI23498
57805_11,CI24661
57805_12,CI24641
57805_13,CI27438
57807_11,CI26159
57807_12,CI26163
57807_13,CI26166
57809_11,CI25247
57809_12,CI24883
57809_13,CI25292
57810_11,CI23855
57810_12,CI23714
57810_13,CI23975
57816_11,CI26171
57816_12,CI26210
57816_13,CI26170
57818_11,CI24678
57818_12,CI23968
57818_13,CI23969
57820_11,CI26787
57820_12,CI26750
57820_13,CI27180
57822_11,CI24868
57822_12,CI23691
57822_13,CI25075
57827_11,CI24228
57827_12,CI24690
57827_13,CI24875
57828_11,CI26216
57828_12,CI26213
57828_13,CI26217
57832_11,CI24440
57832_12,CI24421
57832_13,CI25074
57834_11,CI24970
57834_12,CI24972
57834_13,CI24992
57835_11,CI26051
57835_12,CI24953
57835_13,CI25135
57837_11,CI24490
57837_12,CI24529
57837_13,CI24493
57839_11,CI23498
57839_12,CI24959
57839_13,CI24965
57841_11,CI24970
57841_12,CI24972
57841_13,CI24992
57842_11,CI24970
57842_12,CI24962
57842_13,CI24992
57843_11,CI25662
57843_12,CI25667
57843_13,CI25666
57844_11,CI23855
57844_12,CI25135
57844_13,CI26602
57846_11,CI24970
57846_12,CI24992
57846_13,CI24952
57849_11,CI23714
57849_12,CI23691
57849_13,CI26178
57851_11,CI25126
57851_12,CI27484
57851_13,CI24867
57852_11,CI26893
57852_12,CI26892
57852_13,CI26891
57853_11,CI24953
57853_12,CI23691
57853_13,CI24187
57854_11,CI25593
57854_12,CI26658
57854_13,CI25696
57861_11,CI24936
57861_12,CI24928
57861_13,CI25052
57864_11,CI24348
57864_12,CI25107
57864_13,CI25108
57870_11,CI27805
57870_12,CI27801
57870_13,CI27799
57871_11,CI25070
57871_12,CI25071
57871_13,CI25075
57873_11,CI25446
57873_12,CI25454
57873_13,CI25445
57875_11,CI24624
57875_12,CI25074
57875_13,CI24418
57879_11,CI24873
57879_12,CI23691
57879_13,CI24870
57894_11,CI24876
57894_12,CI25149
57894_13,CI25075
57895_11,CI27008
57895_12,CI27002
57895_13,CI27010
57899_11,CI24493
57899_12,CI24372
57899_13,CI24362
57903_11,CI26903
57903_12,CI26905
57903_13,CI26902
57906_11,CI24610
57906_12,CI24600
57906_13,CI24648
57910_11,CI25735
57910_12,CI24257
57910_13,CI23714
57911_11,CI27811
57911_12,CI27810
57911_13,CI27799
57913_11,CI25114
57913_12,CI24438
57913_13,CI24493
57914_11,CI25075
57914_12,CI24958
57914_13,CI24876
57915_11,CI27811
57915_12,CI27810
57915_13,CI27803
57917_11,CI25075
57917_12,CI24532
57917_13,CI24530
57918_11,CI24373
57918_12,CI25074
57918_13,CI24521
57921_11,CI27663
57921_12,CI27664
57921_13,CI27659
57922_11,CI28364
57922_12,CI28380
57922_13,CI28632
57923_11,CI27676
57923_12,CI27669
57923_13,CI27675
57924_11,CI27254
57924_12,CI27257
57924_13,CI27259
57925_11,CI24272
57925_12,CI25099
57925_13,CI25253
57926_11,CI24228
57926_12,CI24968
57926_13,CI23714
57927_11,CI27801
57927_12,CI27804
57927_13,CI27803
57928_11,CI27674
57928_12,CI27675
57928_13,CI27673
57930_11,CI23855
57930_12,CI25075
57930_13,CI25135
57931_11,CI27676
57931_12,CI27674
57931_13,CI27675
57932_11,CI26961
57932_12,CI26959
57932_13,CI26960
57933_11,CI23873
57933_12,CI25039
57933_13,CI23882
57934_11,CI24876
57934_12,CI24868
57934_13,CI23769
57935_11,CI26961
57935_12,CI26959
57935_13,CI26960
57936_11,CI27675
57936_12,CI27674
57936_13,CI27673
57942_11,CI23967
57942_12,CI23872
57942_13,CI24035
57943_11,CI27676
57943_12,CI27674
57943_13,CI27675
57945_11,CI27676
57945_12,CI27669
57945_13,CI27675
57947_11,CI26186
57947_12,CI26184
57947_13,CI26180
57948_11,CI24679
57948_12,CI24373
57948_13,CI24438
57950_11,CI28586
57950_12,CI28578
57950_13,CI28585
57953_11,CI24486
57953_12,CI23679
57953_13,CI25908
57963_11,CI26561
57963_12,CI25266
57963_13,CI27934
57965_11,CI24953
57965_12,CI24876
57965_13,CI24875
57967_11,CI25115
57967_12,CI24529
57967_13,CI24447
57968_11,CI24363
57968_12,CI24529
57968_13,CI24490
57969_11,CI27676
57969_12,CI27681
57969_13,CI27668
57970_11,CI25149
57970_12,CI24875
57970_13,CI23769
57971_11,CI24490
57971_12,CI24493
57971_13,CI24421
57972_11,CI25103
57972_12,CI24418
57972_13,CI24440
57974_11,CI27805
57974_12,CI27801
57974_13,CI27799
57979_11,CI27808
57979_12,CI27805
57979_13,CI27801
57984_11,CI27066
57984_12,CI27060
57984_13,CI27055
57986_11,CI24867
57986_12,CI23855
57986_13,CI23714
57990_11,CI27610
57990_12,CI24958
57990_13,CI23855
57992_11,CI24448
57992_12,CI24438
57992_13,CI24493
57997_11,CI25075
57997_12,CI24690
57997_13,CI24187
58002_11,CI26381
58002_12,CI24958
58002_13,CI25124
58009_11,CI24534
58009_12,CI24531
58009_13,CI24532
58010_11,CI25149
58010_12,CI24958
58010_13,CI23648
58013_11,CI25140
58013_12,CI25124
58013_13,CI25143
58015_11,CI27601
58015_12,CI26768
58015_13,CI27364
58021_11,CI26923
58021_12,CI26911
58021_13,CI26922
58024_11,CI24448
58024_12,CI24445
58024_13,CI24438
58026_11,CI25778
58026_12,CI25663
58026_13,CI25119
58029_11,CI26933
58029_12,CI26937
58029_13,CI26926
58032_11,CI26208
58032_12,CI26210
58032_13,CI26213
58034_11,CI26923
58034_12,CI26911
58034_13,CI26922
58038_11,CI24534
58038_12,CI23546
58038_13,CI24876
58039_11,CI26872
58039_12,CI26858
58039_13,CI26874
58041_11,CI26937
58041_12,CI26933
58041_13,CI26935
58042_11,CI24534
58042_12,CI24530
58042_13,CI24876
58046_11,CI25286
58046_12,CI25283
58046_13,CI25285
58048_11,CI25126
58048_12,CI25285
58048_13,CI25140
58051_11,CI26927
58051_12,CI26937
58051_13,CI26933
58052_11,CI26911
58052_12,CI26905
58052_13,CI26916
58054_11,CI25075
58054_12,CI23769
58054_13,CI24690
58056_11,CI26204
58056_12,CI26205
58056_13,CI26201
58059_11,CI23783
58059_12,CI23750
58059_13,CI23618
58060_11,CI23691
58060_12,CI25135
58060_13,CI23770
58064_11,CI24876
58064_12,CI23769
58064_13,CI24872
58065_11,CI24872
58065_12,CI24868
58065_13,CI25057
58066_11,CI25444
58066_12,CI25454
58066_13,CI25436
58068_11,CI26921
58068_12,CI26926
58068_13,CI26917
58069_11,CI24532
58069_12,CI24184
58069_13,CI23691
58070_11,CI25149
58070_12,CI24531
58070_13,CI23769
58073_11,CI26449
58073_12,CI23803
58073_13,CI24259
58074_11,CI26921
58074_12,CI26926
58074_13,CI26917
58076_11,CI24532
58076_12,CI24187
58076_13,CI24958
58078_11,CI24604
58078_12,CI24634
58078_13,CI25449
58079_11,CI25057
58079_12,CI24184
58079_13,CI24531
58080_11,CI24418
58080_12,CI24534
